	1	Goods	App	Delivery	Payment	CS	Price	Marketing	AD
4052	요즘에 장보는 거는 그냥 이걸로 시켜요. 신선하고 괜찮네요	0	0	0	0	0	0	0	0
4053	제품 가격이 착한 것도 아니고, 앱의 인터페이스가 좋은 것도 아니고...	1	1	0	0	0	1	0	0
4054	알람보고 구매했네요^^	1	0	0	0	0	0	0	0
4055	왠만한 상품들 다 있네요	1	0	0	0	0	0	0	0
4056	가성비 좋은 상품들이 많네요~	1	0	0	0	0	1	0	0
4057	예전과 많이 달라졌네요	0	0	0	0	0	0	0	0
4058	먹거리 샀는데 신선하고 좋아요!	0	0	0	0	0	0	0	0
4059	가격도 저렴하고 좋네요!	1	0	0	0	0	1	0	0
4060	쿠폰도 제대로 안써지는 ㅂㅅ같은 앱 관리 좀 해라	0	1	0	0	1	0	1	0
4061	앱 사용은 만족합니다	1	1	0	0	0	0	0	0
4062	없데이트 할 게 없는데 없데이트 하래요 ㅡㅡ	0	0	0	0	0	0	0	0
4063	신속배송 좋아요~	0	0	1	0	0	0	0	0
4064	빠른 결제가 좋습니다	0	0	0	1	0	0	0	0
4065	품절상품은 터치 안하게 첫화면 이미지에 표시해주셔요. 아님 안보이게 하든가. 요청사항에 개발사 댓글하나 없네요. 앱은 갈수록 사용하기 불편해지고...	1	1	0	0	0	0	0	0
4066	L포인트가 야금야금 쌓여서 좋아요~	0	0	0	0	0	0	1	0
4067	자주 방문하는 쇼핑앱	0	1	0	0	0	0	0	0
4068	신선하고 좋네요	0	0	0	0	0	0	0	0
4069	만족하면서 잘 쓰고 있습니다. 신속배송 좋아요~	0	0	1	0	0	0	0	0
4070	간편해서 종종 이용합니다.	1	0	0	0	0	0	0	0
4071	불편한 건 있어도 제품들 퀄리티는 굿임	1	0	0	0	0	0	0	0
4072	대체적으로 만족하긴 합니다만, 사용감에 있어 편의성이 살짝 아쉽긴 합니다.	1	0	0	0	0	0	0	0
4073	앱 오류가 있긴 하지만 잘 사용하고 있습니다.	1	1	0	0	0	0	0	0
4074	제품 상태 좋고, 배송도 정확하네요	1	0	1	0	0	0	0	0
4075	물건 싸게 구입하고 있어요	1	0	0	0	0	0	0	0
4076	설선물 행사에서 소고기 샀어요~	0	0	0	0	0	0	1	0
4077	굳굳	0	0	0	0	0	0	0	0
4078	좋아용	0	0	0	0	0	0	0	0
4079	선택물건이 안뜨고 첨부터 다시 검색해야함	1	1	0	0	0	0	0	0
4080	백화점 카테고리에서 옷 샀는데 원단이 생각보다 좋아서 놀랬어요	0	1	0	0	0	0	0	0
4081	여기서 생필품, 식재료 음식 자주 삼	0	0	0	0	0	0	0	0
4082	제품이 싸고, 빠른 배송좋네요 ^^	1	0	1	0	0	0	0	0
4083	사용하기 쉬운 앱은 아니지만, 엘포인트 적립에 할인등등 저렴하게 구입할 수 있어 종종 애용합니다.	1	1	0	0	0	1	1	0
4084	저렴하고 좋은 상품 빠르고 정확한 배송 굿뜨	1	0	1	0	0	0	0	0
4085	살짝 불편한 감이 있긴 하지만, 제품받을 때마다 만족도는 기대이상입니다.	1	0	0	0	0	0	0	0
4086	판매자와 트러블이 있을 때마다 고객 입장에서 응대해주고, 최대한 빠르게 처리해주셔서 감사합니다.	0	0	0	0	1	0	0	0
4087	아니 저기요 휴대폰 번호를 기입하는 곳이 없는데 어떻게 번호를 입력하라는 겁니까? 뭐하는건지 모르겠네ㅋ 쨘? 벌써 마지막 단계에요는 무슨 똥싸고 있네	0	1	0	0	0	0	0	0
4088	여러 어플 많이 사용해봤지만 제품 퀄리티는 좋네요	1	0	0	0	0	0	0	0
4089	뜬금없이 롯데닷컴 없어지고 기존 쌓아둔 등급이랑 혜택 싸그리 없어지고.. 진짜 짜증나네요!!	0	0	0	0	0	0	0	0
4090	퍼스트먼데이에서 특가로 옷 샀어요	0	0	0	0	0	0	0	0
4091	엘포인트 적립 사용이 되서 너무 좋음	1	0	0	0	0	0	1	0
4092	일단 여기는 배송이 맘에 듦	0	0	1	0	0	0	0	0
4093	유용한 핫딜이 많이 떠서 좋아요!!	0	0	0	0	0	0	0	0
4094	불편한 건 있어도 제품들 퀄리티는 굿임	1	0	0	0	0	0	0	0
4095	요즘 롯데온에서만 구입해요!!	1	0	0	0	0	0	0	0
4096	편리합니다.	0	0	0	0	0	0	0	0
4097	엘포인트 너무 너무 좋아요~~~	0	0	0	0	0	0	1	0
4098	좋아요 맨날구경중ㅎㅎ	0	0	0	0	0	0	0	0
4099	매일 매일 특가상품이 업데이트가 되서 필요한 물건들을 자주 주문하는 편이예요	1	1	0	0	0	0	0	0
4100	결제도빠르고 할인해택도 좋긴 한데 조금 더 많았음 하는 바램..ㅋ	0	0	0	1	0	1	0	0
4101	최저가 상품이 종종 있어서 자주 이용합니다	1	0	0	0	0	1	0	0
4102	다른 곳 보다 저렴하게 잘 구매하고 있어요~	1	0	0	0	0	0	0	0
4103	과일 선물세트 주문했는데 멍하나 안들고, 안전하게 잘 배송해주셨어요	1	1	1	0	0	0	0	0
4104	결제는 정말 간편하고 좋은데 할인이 조금 더 많이 됐음 좋겠어요	0	0	0	1	0	1	0	0
4105	제품들 가격이 나쁘지 않아 그걸로 만족하는 중	1	0	0	0	0	1	0	0
4106	종종 이용하는데 저렴하게 잘 구입하고 있어요	1	0	0	0	0	0	0	0
4107	주문할 때 살짝 불편하긴 한데 막상 제품 받으면 만족도는 항상 양호하다	1	1	0	0	0	0	0	0
4108	요즘 같은 시국에 너무 유용하게 잘 이용하고 있습니다	1	0	0	0	0	0	0	0
4109	엘포인트 적립률이 조금 더 높았음 하는 욕심이 있네요..잘 사용하고 있어요~	1	0	0	0	0	0	1	0
4110	잘 쓰고 있습니다.	0	0	0	0	0	0	0	0
4111	제가 갖고 싶은 걸 집에서 구매할 수 있어서 편리합니다	1	0	0	0	0	0	0	0
4112	배송도 나름 빠르고, 종종 상품도 저렴하고 괜찮아보입니다	1	0	1	0	0	0	0	0
4113	상담직원에 친절함과 빠른 처리 해주신 거 좋네요	0	0	0	0	1	0	0	0
4114	조은 물건이 많고, 가격두 저렴한 게 많아요~~	1	0	0	0	0	1	0	0
4115	좋은 제품이 많아서 좋긴 한데 주문할 때 주문취소하니깐 제품이 다 날라가서 놀랬네요	1	1	0	0	0	0	0	0
4116	쇼핑 잘하고 있어요~ 감사 감사~	0	0	0	0	0	0	0	0
4117	제품 상태도 괜찮고, 배송도 빨라서 좋네요 사용 편의성만 조금 개선되면 딱 좋을 듯 싶네요	1	1	1	0	0	0	0	0
4118	제품 고르기도 쉽고 배송도 빠르고 해서 좋아요~	1	0	1	0	0	0	0	0
4119	백화점, 마트 상품도 한꺼번에 주문할 수 있어서 편하긴 하네요	1	1	0	0	0	0	0	0
4120	종종 최저가 상품이 판매가 되서 종종 방문하고 있어요~	1	0	0	0	0	1	0	0
4121	빠른 배송 좋네요~	0	0	1	0	0	0	0	0
4122	사용은 잘하고 있습니다만 앱 전용 할인혜택이 조금만 더 다양하게 됐음 좋겠어요	1	1	0	0	0	1	0	0
4123	특가 상품들을 다채롭게 더 다양하면 좋겠어요~ 잘 사용하고 있습니다~	1	0	0	0	0	0	0	0
4124	좋습니다. 김 선물세트 주문했는데 김 상태도 괜찮고, 박스도 이쁘게 잘 왔네요	1	1	0	0	0	0	0	0
4125	빠른배송 너무 맘에들어요 신선식품들도 잘 배송을 해주시고~ 감사해요	0	0	1	0	0	0	0	0
4126	주문한 물건들 받아보면 대체적으로 만족해요~	1	1	0	0	0	0	0	0
4127	몇가지 사용 편의성만 개선한다면 완전 최고의 앱이라 생각함. 마트, 백화점 등 한번에 모두 확인이 되고..	1	1	0	0	0	0	0	0
4128	필요한 물건 검색할 시 저렴한 것도 있지만, 연관 상품까지 소개가 되서 그 점은 마음에 드네요	1	1	0	0	0	0	0	0
4129	살짝 아쉬운 부분도 있긴 하지만, L포인트 적립 사용이 되는 점이 메리트가 엄청 커서 좋긴 하네요	1	0	0	0	0	0	1	0
4130	빠른 배송이나 롯데계열 여러 몰을 한번에 볼 수 있다는 점은 다른 앱과 비교할 수 없을 정도로 너무 좋음.	1	1	1	0	0	0	0	0
4131	뭣도모르고 소비자농락 이러고있네 온라인쇼핑몰 안해보셨나 당연히 가격이 다르지 네이버에서 검색한컨 카탈로그로 추가할인 들어가는거고 너가 앱에서 검색한건 정가 나오는거고 난 아주 잘 썼는데? 왜 가격가지고 앱에 불만인지..	1	1	0	0	1	1	0	0
4132	에러 같은 남	0	1	0	0	0	0	0	0
4133	앱권한 풀로 주고 배터리절약에서 배제해도 로그인하라는 소리는 계속 나오고 왜 계속 중계점으로 뜨는지, 그러면서도 장바구니엔 거주지역 배송지가 뜬다. 별 하나도 아깝다. 관계자는 직접 검색하고 장바구니 넣고 주문을 해보길. 이전단계라는 개념이 홈으로 이동과 혼동 / 자동 로그인인데 매번 로그인 해야함 / 로그인 했고 로그인해야만 볼 수 있는 내용이 다 보이는데, 마이ㄹㄷ 누르면 로그인되어 있지 않음.	1	1	1	0	0	0	0	0
4134	사진리뷰 이벤트를 하면서 사진 첨부는 왜 안됩니까? 10시간 동안 시도 했는데 네트워크문제로 파일 전송 실패 라는 메세지만 뜹니다. 다시 등록 하라네요. 몇시간 더 시도 해야 할까요?	1	1	0	1	0	0	1	0
4135	굿	0	0	0	0	0	0	0	0
4136	최고의 상품들이네요 배송도빠르고요	1	0	1	0	0	0	0	0
4137	신선식품은 시간이 생명인데 완전 신선하게 제품이 오고, 할인도 해주니 만족 안할 수가 없네요	1	0	0	0	0	1	0	0
4138	장보기에서 자주 신선식품 주문하는데 한번도 배송에 문제가 생긴적이 없어서 안심하고 이용중이예요	1	1	1	0	0	0	0	0
4139	꾸준히 이용하는 앱 중에 하나입니다. 요즘은 타임딜에서 종종 득템하고 있습니다.	1	1	0	0	0	0	0	0
4140	너무 좋게 사용중~	1	0	0	0	0	0	0	0
4141	싼 제품 1개를 사도 무료배송이 되고, 할인까지 해주니 만족스럽습니다.	1	0	1	0	0	1	1	0
4142	이번에 아들내미 교구 샀는데 구성품들 완벽하게 포장되서 배송이 왔네요 만족합니다.	0	0	1	0	0	0	0	0
4143	롯데월드 티켓을 구매하면, 1시간 이후, 최대 익일 10시까지 보내준다는데, 롯데월드 직원은 30분 안에 보내니까 기다리라는데, 상담원 전화는 워라벨 지킨다고, 퇴근시키느라, 고객따위 말을 똥으로 알고, 기다리다가 익일 13시가 넘어도 안오길래 전화하니까, 스마트 인피니라는 전송 업체는 닷컴에서 안심번호 처리를 했다고 남탓하고, 우리 잘못 아니니까 닷컴에 전화하라고 하고, 롯데닷컴은 상담도 안하고, 아주 살판났네. 버그 안잡나? 무슨 이따위로 서비스를 해? 개발자는 발가락으로 코딩하나?	1	1	0	0	1	0	0	0
4144	L포인트 적립/사용이 되서 종종 이용하는데 앞으로 할인혜택같은 게 더 많아졌음 좋겠어요	1	0	0	0	0	1	1	0
4145	UI가 살짝 적응을 해야 하지만, 그것보다 가격이나 품질면에서 장점이 더 많아 자주 이용합니다.	1	0	0	0	0	1	0	0
4146	사용하기 쉬운 앱은 아니지만, 엘포인트 적립에 할인등등 저렴하게 구입할 수 있어 종종 애용합니다.	1	1	0	0	0	1	1	0
4147	상담원분께서 친절하고, 빠르게 처리해주셔서 좋았어요	0	0	0	0	1	0	0	0
4148	일단 다 떠나서 물건이 너무 없어요...사고픈거 검색해도 몇종류 없고....롯데닷컴 플레티넘이어서 혜택 좋고 진짜 잘 쓰고 있었는데.....안타깝네요...	1	1	0	0	0	0	0	0
4149	물건을 구입했는데 구성품들 완벽하게 포장되서 배송이 왔네요 만족합니다.	1	0	1	0	0	0	0	0
4150	사이트 접속해도 그렇고 어플을 써도 그렇고... 아이몰이나 엘롯데는 안그런데 유독 롯데닷컴만 그래요	0	1	0	0	0	0	0	0
4151	요즘 경기도 어려운데 착한 가격으로 구입할수 있어서 참 좋네요~	1	0	0	0	0	1	0	0
4152	쇼핑몰 앱 까는 거 안 좋아하는데 육아용품 때문에 다운받았어요..앞으로 자주 이용할 거 같네요	1	1	0	0	0	0	0	0
4153	오늘 할인 받아서 선물세트 주문했는데 저렴하게 주문해서 기분 좋습니다~	1	1	0	0	0	1	0	0
4154	제품들이 엄청 다양하게 많아서 필요한 것들이 항상 있네요	1	0	0	0	0	0	0	0
4155	배송 및 서비스 매우 매우 만족합니다.	0	0	1	0	1	0	0	0
4156	종종 단점이 눈에 보이긴 하지만, 장점도 그 못지 않게 많아서 만족스럽습니다.	0	0	0	0	0	0	0	0
4157	고객센터 이용이 편리하고, 친절해요..오늘 문의한 내용 빠른 처리 너무 좋았어요	1	0	0	1	1	0	0	0
4158	앱 전용 할인혜택이 더 다양해질 날을 기다리고 있습니다~~~~!!!ㅎㅎ	0	1	0	0	0	1	0	0
4159	물건을 많이 구매했는데 모두 만족하며 사용중에 있어요~~	1	0	0	0	0	0	0	0
4160	좋은 제품 저렴하게 구입하고, 배송도 신속 정확하게 해주셔서 감사해요~♡	1	0	1	0	0	0	0	0
4161	단점보다 장점이 많은 쇼핑앱	0	1	0	0	0	0	0	0
4162	빠른 배송에 다양한 저렴한 상품 모두 만족	1	0	1	0	0	0	0	0
4163	제품 받았는데 완전 맘에 듬	1	0	0	0	0	0	0	0
4164	저렴해서 좋고 무료배송도 좋고~~	0	0	1	0	0	0	1	0
4165	롯데온 굳굳!!	0	0	0	0	0	0	0	0
4166	L포인트가 더 많이 적립됐음 좋겠다..ㅋㅋㅋㅋㅋㅋㅋ	0	0	0	0	0	0	1	0
4167	상품이 다양하고, 가격도 저렴함	1	0	0	0	0	1	0	0
4168	가격도 저렴하고 배송도 빠르고 상품도 안전하고 너무 좋았어요~	1	0	1	0	0	1	0	0
4169	전 좋은 거같아요	0	0	0	0	0	0	0	0
4170	빠르고 안전한 배송 정말좋아요~	0	0	1	0	0	0	0	0
4171	넘넘 괜찮아요	0	0	0	0	0	0	0	0
4172	국내 쇼핑앱 중 사용감에 살짝 아쉬운 부분을 제외하고는 품질도 좋고, 저렴해서 좋은 듯 합니다.	1	1	0	0	0	0	0	0
4173	안좋은 평점도 종종 보이지만, 단점보다는 장점이 더 많은 건 사실	0	0	0	0	0	0	0	0
4174	잘 사용 중에 있어요..앱 전용 할인혜택이 더 많음 좋겠습니다.	1	1	0	0	0	1	0	0
4175	가격이 비싼 상품도 있지만, 여러 할인혜택에 엘포인트 때문에 자주 저렴하게 구입하네요	1	0	0	0	0	1	1	0
4176	만족도 상타치 치는 어플~	0	0	0	0	0	0	0	0
4177	찾고자 하는 제품이 늘 있고, 내가 필요한 상품들이 종종 특가도 해서 좋게 좋게 이용하고 있습니다.	1	0	0	0	0	0	0	0
4178	상품 환불했는데 처리가 정말 빠르고, 문의할 때마다 친절하게 응해줘서 좋아요	1	0	0	0	1	0	0	0
4179	역시 롯데	0	0	0	0	0	0	0	0
4180	제품 종류도 많고 저렴한 가격에 친절한 상담서비스까지 단점도 있지만, 장점이 더 많음.	1	0	0	0	1	1	0	0
4181	이용한지는 좀 됐는데 후기 남기는 걸 잘 안해서리..지금까지 불만없이 잘 사용중에 있습니다.	1	0	0	0	0	0	0	0
4182	롯데 쪽 브랜드 몰들을 일일히 검색해서 보지 않아 편리하네요	1	1	0	0	0	0	0	0
4183	백화점 상품 봤다가, 마트 상품 봤다가 하니깐 편리하고 좋네요	1	0	0	0	0	0	0	0
4184	배송도 빠르고, 할인상품도 많아서 잘 사용하고 있습니다	1	0	1	0	0	1	0	0
4185	롯데온 덕분에 대형마트 갈일이 없어졌어요	0	0	0	0	0	0	0	0
4186	롯데온 자주 이용하는 일인입니다~ 만족하면서 사용하고 있습니다~	1	0	0	0	0	0	0	0
4187	신선직배송 상품 자주 이용하는데 마음에 들어요	1	0	1	0	0	0	0	0
4188	빨리 배송되어야 할 경우 아주 편리하네요	0	0	1	0	0	0	0	0
4189	마감세일 상품 자주 이용하고 있어요 가격 저렴해서 좋아요	1	0	0	0	0	1	0	0
4190	배달 하나는 정확하고, 끝내주네요	1	0	1	0	0	0	0	0
4191	롯데 몰들을 한 번에 다 확인이 된다는 게 장점이네요	0	0	0	0	0	0	0	0
4192	식품들이 항상 신선하게 배송이 되서 L포인트 적립도 받으면서 자주 장보곤 합니다~	0	0	1	0	0	0	1	0
4193	롯데온은 나에게 쇼핑 필수 어플 중 하나	0	0	0	0	0	0	0	0
4194	스마트링크가 안되서 배너보고 갔는데 메인화면이라 그냥 나가요 ㅠㅠ	0	1	0	0	0	0	0	0
4195	좋아요좋아요	0	0	0	0	0	0	0	0
4196	아기 옷 롯데온에서 주문하는데 원단이나 가격 너무 마음에 들어요	1	1	0	0	0	1	0	0
4197	물건 상태 좋네요 추천 추천~~~	1	0	0	0	0	0	0	0
4198	하남 쭈꾸미 구입해서 먹었는데 배송 상태 너무 좋네요	1	0	1	0	0	0	0	0
4199	타임딜 때문에 매일 매일 찾아가는 내 쇼핑 최애어플	0	0	0	0	0	0	0	0
4200	좋습니다. 아주 만족하며 구입했습니다.	1	0	0	0	0	0	0	0
4201	사용감에 대해 살짝 아쉬운 건 있지만, 고객이 원하는 걸 잘 캐치하고 있다는 게 보이네요..	1	0	0	0	1	0	0	0
4202	간편한 결제에 포인트까지 좋아요~	0	0	0	1	0	0	1	0
4203	항상 편하게 잘 이용하고 있습니다..감사해요~	1	0	0	0	0	0	0	0
4204	L포인트 적립은 사랑이죠..ㅋㅋㅋ	0	0	0	0	0	0	1	0
4205	다양한 상품을 볼 수 있고, 한곳에서 모두 주문이 되서 편리하네요	1	1	0	0	0	0	0	0
4206	가끔 다른 곳보다 제품이 비쌀때도 있지만 할인 좀 받고, 포인트 적립받으면 똔똔이라 종종 이용하고 있음.	1	0	0	0	0	1	1	0
4207	찾고 싶은 카테고리는 확실히 있어서 고객 니즈에 맞게 잘 되있네요.	0	1	0	0	1	0	0	0
4208	고객 입장에서 생각하고, 노력한다는 모습이 보여서 별점 후하게 주고 갑니다.	0	0	0	0	1	0	0	0
4209	의류 하나 샀는데 친정엄마가 마음에 든다고 해서 하나 더 주문했네요	1	1	0	0	0	0	0	0
4210	전반적으로 만족합니다.	0	0	0	0	0	0	0	0
4211	너무 좋아여~~ 배송도 빠르고 마음에 들어요	0	0	1	0	0	0	0	0
4212	만족하면서 사용 중~	1	0	0	0	0	0	0	0
4213	롯데온에서 마트랑 백화점 모두 쇼핑하다 보니 이제 다른 어플은 불편하네요	0	0	0	0	0	0	0	0
4214	정말 잘 쓰고 있는데 할인같은 게 더 많았음 좋겠어요	0	0	0	0	0	1	0	0
4215	너무 너무 좋아요 ㅎㅎ 감사합니다	0	0	0	0	0	0	0	0
4216	상품도 다양하고 저렴해서 육아맘인 저로썬 최고네요	1	0	0	0	0	0	0	0
4217	너무좋아요 ♡♡♡♡	0	0	0	0	0	0	0	0
4218	앱 전용 할인혜택 때문에 자주 이용하고 있어요	1	1	0	0	0	1	0	0
4219	정말 세상 편리하고, 저렴하게 쇼핑 중에 있어요	0	0	0	0	0	0	0	0
4220	검색하는 거도 쉽고, 백화점, 마트 모두 원하는 상품이 있어 만족합니다.	1	1	0	0	0	0	0	0
4221	내 맘에 쏙드는 상품에 저렴하기까지 굿굿임돠~	1	0	0	0	0	0	0	0
4222	제품을 구입할때 무조건 처음에 롯데온부터 검색하면서 쇼핑이 시작되네요	1	1	0	0	0	0	0	0
4223	롯데온 요즘 뜸했는데 특가상품에 할인혜택 때문에 다시 이용하고 있네요	1	0	0	0	0	1	0	0
4224	상품 검색 및 마트, 백화점 모두 한 곳에서 확인이 되기 때문에 편리함.	1	1	0	0	0	0	0	0
4225	사용하기 편합니다. 저는 만족~	1	0	0	0	0	0	0	0
4226	앱전용 할인혜택 덕에 종종 이용합니다.	1	1	0	0	0	1	0	0
4227	늘 애용하고 있어서 엘포인트도 많이 쌓였네요..ㅋㅋㅋ	0	0	0	0	0	0	1	0
4228	상품들이 다양하고~ 가격도 싸고~ 제품도 좋고~	1	0	0	0	0	1	0	0
4229	값도 저렴해서 좋다.	0	0	0	0	0	0	0	0
4230	상담하시는 분 친절하고 제품가격도 저렴하네요	1	0	0	0	1	1	0	0
4231	에쓰오일 이벤트창 타고 들어가니 바깥으로 빠져나올 수가 없다. 어이가 없네~~~	0	0	0	0	0	0	1	0
4232	앱 합치더니 난장판...매번 앱 실행시 아이디 비밀번호 입력하라고함. 자동로그인은 왜있나. 협력 스토어 들에가려면 다시 아이디부터 입력하라고 함. 장바구니 실컷 담아놓으면 없어짐. 확인하려고 하면 다시 아이디 입력부터 시작. 다시 처음부터 시작시간 설정해놓은거 같음. 쓰지말라는 걸로....	0	1	0	0	0	0	0	0
4233	배송부터 상담원까지 최악인 플랫폼. 일관성있게 툭툭거리는 말투하며 처음부터 끝까지 귀찮다는 듯한 말투하며. 같이싸우자는건데 이건 ㅋㅋㅋ .. 유초은? 교육좀시켜요... 불난집에 부채질하는 상담사는 또 처음이네.	0	0	1	0	1	0	0	0
4234	앱이 점점 개선되어가고 있는게 보여요~!! 감사합니다	0	1	0	0	0	0	0	0
4235	다양한 물건이 많고 저렴해요	1	0	0	0	0	0	0	0
4236	:)	0	0	0	0	0	0	0	0
4237	안쓰게됨..	0	0	0	0	0	0	0	0
4238	구매목록 삭제요망	1	1	0	0	0	0	0	0
4239	ㅠㅠ	0	0	0	0	0	0	0	0
4240	굿 할인만음	0	0	0	0	0	1	0	0
4241	다양한 제품 선택이 용이하고, 앱전용 할인혜택에 엘포인트 사용까지 되서 저렴하게 구입했어요	1	1	0	0	0	1	1	0
4242	장난하시나 월요일날 주문했은데 목요일날 물건 없다고 톡날리는 건 멉니까? 첨부터 품절이라고 올려두던가 그럼 진작에 다른 메이커 알아봤지 롯데 골때리네	1	1	0	0	0	0	0	0
4243	처음 이용할 때는 앱 구성이 살짝 어색했는데 지금은 저렴하게 잘 구입하고 있어요	1	1	0	0	0	0	0	0
4244	품질 최고임돠~!!	1	0	0	0	0	0	0	0
4245	매번 앱 전용 할인으로 구입을 하는데 저렴해서 좋아요	1	1	0	0	0	1	0	0
4246	개인적으로 제품 퀄리티는 거의 상급일듯..	1	0	0	0	1	0	0	0
4247	백화점 상품, 마트 상품 구분없이 한번에 주문~ 완전 마음에 듬~!!	1	1	0	0	0	0	0	0
4248	앱전용 할인혜택이 많아서 마음에 들어요	0	1	0	0	0	1	0	0
4249	엘포인트 적립이 더 됐음 하는 욕심은 있지만, 만족해요~	0	0	0	0	0	0	1	0
4250	타사 앱과 비교하면 살짝 아쉬운 부분은 있지만, 만족하면서 사용하고 있어요..물건 상태 완전 좋네요	1	1	0	0	0	0	0	0
4251	엘포인트 적립 사용이 되서 너무 좋아요	1	0	0	0	0	0	1	0
4252	롯데온 상품들 너무 마음에 들어요	1	0	0	0	0	0	0	0
4253	다양한 가격대의 제품 구매가 가능하고, 결제도 간편해서 좋아요	1	0	0	1	0	1	0	0
4254	L포인트는 사랑입죠..그래서, 롯데온 자주 이용해요	1	0	0	0	0	0	1	0
4255	위메프랑 쿠팡 자주 이용하다가 넘어왔는데 확실히 품질 하나는 굿이네요	1	0	0	0	0	0	0	0
4256	L포인트 적립 사용이 되고, 마트, 백화점 상품을 한번에 주문할 수 있어서 만족해요	1	1	0	0	0	0	1	0
4257	롯데 계열에 쇼핑몰들에 상품들을 한꺼번에 주문할 수 있다는 게 장점~	1	1	0	0	0	0	0	0
4258	사용하는 쇼핑앱 중에 최고입니다.	1	1	0	0	0	0	0	0
4259	UI 신경써서 잘 만든 것 같아서 마음에 듭니다.	0	0	0	0	0	0	0	0
4260	다소 아쉬운 부분은 있지만, 단순하고 직관적인 구조라 쉽게 쇼핑 가능해서 좋아요	0	0	0	0	0	0	0	0
4261	항상 구매하지만 롯데온만큼 제품 품질이 좋은 곳은 찾기 힘든 거 같아요..만족합니다.	1	0	0	0	0	0	0	0
4262	상품 품질 좋고 고객센터는 정말이지 감동 그 자체	1	0	0	1	1	0	0	0
4263	개인적으로는 다양한 할인혜택에 L포인트 때문에 필수앱이 되버렸다	0	1	0	0	1	1	1	0
4264	문의에 대한 답변이 친절하고, 빠르게 처리해주셔서 감사해요~	0	0	0	0	1	0	0	0
4265	이 앱 정말 좋아요! 아쉬운 부분은 있지만 접근성도 뛰어나구요~	0	1	0	0	0	0	0	0
4266	좋은 물건, 정확한 배송	1	0	1	0	0	0	0	0
4267	즐겨 사용하고 있습니다.	1	0	0	0	0	0	0	0
4268	지난번에 신선식품 주문했었는데 신선하게 잘 와서 마음에 들어요	1	1	0	0	0	0	0	0
4269	가격 저렴하고 좋아요	1	0	0	0	0	1	0	0
4270	롯데온 너무 조아용 ㅎㅎㅎ	0	0	0	0	0	0	0	0
4271	여러 어플 많이 사용해봤지만, 실망시킨 적이 없어서 마음에 들어요	1	0	0	0	0	0	0	0
4272	늘 잘 사용하고 있어요~ 좋아요	1	0	0	0	0	0	0	0
4273	빠른 상담과 그리고, 사후 처리까지 모든 게 만족스럽습니다.	0	0	0	0	1	0	0	0
4274	좋은 롯데온 어플~ 종종 이용합니다.	1	0	0	0	0	0	0	0
4275	롯데온 갠적으로 너무 좋아요 ㅠㅠ	0	0	0	0	0	0	0	0
4276	최고 롯데온 감사합니다	1	0	0	0	0	0	0	0
4277	정말 많이 사용하는 앱이예요.	1	1	0	0	0	0	0	0
4278	항상 자주 이용하고 있어서 좋습니다	1	0	0	0	0	0	0	0
4279	유용하게 잘사용하고 있어요..감사해요~	1	0	0	0	0	0	0	0
4280	설명이 따로 필요한가요? 굿!!	0	1	0	0	0	0	0	0
4281	물건 결제까지 다 완료했는데 갑자기 다 취소됨;; 품절 상품이면 구매를 막아 놓던지.. 진짜 품절인지 하나하나 찾아보면 또 구매 가능한 제품도 있고.. 참.. 어플이 여럿 답답하게 만드네요	1	1	0	1	0	0	0	0
4282	물건이 좋아서 앞으로도 종종 이용할 거예요	1	0	0	0	0	0	0	0
4283	다양한 물건들을 살 수가있어요 정말 좋아요	1	0	0	0	0	0	0	0
4284	최고의 쇼핑앱 중 하나	1	1	0	0	0	0	0	0
4285	완죠니 편리하고 좋아요..시어머니랑 같이 조금 전에 쇼핑했네요	0	0	0	0	0	0	0	0
4286	유용한 어플임돠	0	0	0	0	0	0	0	0
4287	롯데온 사용성에 불편한 건 있어도 제품들 퀄리티는 굿임	1	0	0	0	0	0	0	0
4288	잘쓰는중 만족	0	0	0	0	0	0	0	0
4289	내 최애 어플 중 하나인 롯데온	0	0	0	0	0	0	0	0
4290	편함 빠르고 좋고	0	0	0	0	0	0	0	0
4291	잘 애용하고 있습니다	0	0	0	0	0	0	0	0
4292	쇼핑은 이 앱을 자주 이용하고 있어서 그런지 편하고 좋아요	1	1	0	0	0	0	0	0
4293	너무 너무 좋음ㅠㅠ	0	0	0	0	0	0	0	0
4294	요즘에 자주 사용하는 있음~~	1	0	0	0	0	0	0	0
4295	일상에 도움이 되는 어플	0	0	0	0	0	0	0	0
4296	지금까지 주문하면서 한번도 제품 품질면에서 실망시킨 적이 없는 롯데온	1	1	0	0	0	0	0	0
4297	모든 면에서 최고입니다	1	0	0	0	0	0	0	0
4298	너무 많이 좋았어요 ^^	0	0	0	0	0	0	0	0
4299	자주써요~~^^ 넘 좋음요~~^^	0	0	0	0	0	0	0	0
4300	편리해서 쓰기 좋아~~요 ㅋ	0	0	0	0	0	0	0	0
4301	대체로 만족합니다.	0	0	0	0	0	0	0	0
4302	쇼핑 앱 요놈을 자주 사용해요	1	1	0	0	0	0	0	0
4303	너무 편하고 좋은 것 같아요	0	0	0	0	0	0	0	0
4304	요즘에 잘 사용하는 있음~~	1	0	0	0	0	0	0	0
4305	구매 뽀나스 찬스 또	1	0	0	0	0	0	0	0
4306	아이들 간식 샀는데 신선하게 잘 배송되서 잘 먹네요..감사해요~	0	0	1	0	0	0	0	0
